Mod:Item:MetaData, Localized Name
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
BiblioCraft:BiblioPaintPress, Painting Press
BiblioCraft:BiblioSwordPedestal:0, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:1, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:2, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:3, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:4, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:5, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:6, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:7, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:8, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:9, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:10, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:11, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:12, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:13, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:14, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:15, Sword Pedestal
BiblioCraft:BiblioFancySign:0, Oak Fancy Sign
BiblioCraft:BiblioFancySign:1, Spruce Fancy Sign
BiblioCraft:BiblioFancySign:2, Birch Fancy Sign
BiblioCraft:BiblioFancySign:3, Jungle Fancy Sign
BiblioCraft:BiblioFancySign:4, Acacia Fancy Sign
BiblioCraft:BiblioFancySign:5, Dark Oak Fancy Sign
BiblioCraft:BiblioFancySign:6, Framed Fancy Sign
BiblioCraft:BiblioWorkbench:0, Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:1, Spruce Fancy Workbench
BiblioCraft:BiblioWorkbench:2, Birch Fancy Workbench
BiblioCraft:BiblioWorkbench:3, Jungle Fancy Workbench
BiblioCraft:BiblioWorkbench:4, Acacia Fancy Workbench
BiblioCraft:BiblioWorkbench:5, Dark Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:6, Framed Fancy Workbench
BiblioCraft:BiblioBell, Desk Bell
BiblioCraft:Bibliotheca:0, Oak Bookcase
BiblioCraft:Bibliotheca:1, Spruce Bookcase
BiblioCraft:Bibliotheca:2, Birch Bookcase
BiblioCraft:Bibliotheca:3, Jungle Bookcase
BiblioCraft:Bibliotheca:4, Acacia Bookcase
BiblioCraft:Bibliotheca:5, Dark Oak Bookcase
BiblioCraft:Bibliotheca:6, Framed Bookcase
BiblioCraft:BookcaseFilled:0, Oak Bookcase
BiblioCraft:BookcaseFilled:1, Spruce Bookcase
BiblioCraft:BookcaseFilled:2, Birch Bookcase
BiblioCraft:BookcaseFilled:3, Jungle Bookcase
BiblioCraft:BookcaseFilled:4, Acacia Bookcase
BiblioCraft:BookcaseFilled:5, Dark Oak Bookcase
BiblioCraft:BookcaseFilled:6, Framed Bookcase
BiblioCraft:BiblioPotionShelf:0, Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:1, Spruce Potion Shelf
BiblioCraft:BiblioPotionShelf:2, Birch Potion Shelf
BiblioCraft:BiblioPotionShelf:3, Jungle Potion Shelf
BiblioCraft:BiblioPotionShelf:4, Acacia Potion Shelf
BiblioCraft:BiblioPotionShelf:5, Dark Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:6, Framed Potion Shelf
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BiblioCraft:BiblioShelf:0, Oak Shelf
BiblioCraft:BiblioShelf:1, Spruce Shelf
BiblioCraft:BiblioShelf:2, Birch Shelf
BiblioCraft:BiblioShelf:3, Jungle Shelf
BiblioCraft:BiblioShelf:4, Acacia Shelf
BiblioCraft:BiblioShelf:5, Dark Oak Shelf
BiblioCraft:BiblioShelf:6, Framed Shelf
BiblioCraft:BiblioRack:0, Oak Tool Rack
BiblioCraft:BiblioRack:1, Spruce Tool Rack
BiblioCraft:BiblioRack:2, Birch Tool Rack
BiblioCraft:BiblioRack:3, Jungle Tool Rack
BiblioCraft:BiblioRack:4, Acacia Tool Rack
BiblioCraft:BiblioRack:5, Dark Oak Tool Rack
BiblioCraft:BiblioRack:6, Framed Tool Rack
BiblioCraft:BiblioCase:0, Oak Case
BiblioCraft:BiblioCase:1, Spruce Case
BiblioCraft:BiblioCase:2, Birch Case
BiblioCraft:BiblioCase:3, Jungle Case
BiblioCraft:BiblioCase:4, Acacia Case
BiblioCraft:BiblioCase:5, Dark Oak Case
BiblioCraft:BiblioCase:6, Framed Case
BiblioCraft:BiblioLabel:0, Oak Wood Label
BiblioCraft:BiblioLabel:1, Spruce Wood Label
BiblioCraft:BiblioLabel:2, Birch Wood Label
BiblioCraft:BiblioLabel:3, Jungle Wood Label
BiblioCraft:BiblioLabel:4, Acacia Label
BiblioCraft:BiblioLabel:5, Dark Oak Label
BiblioCraft:BiblioLabel:6, Framed Label
BiblioCraft:BiblioDesk:0, Oak Desk
BiblioCraft:BiblioDesk:1, Spruce Desk
BiblioCraft:BiblioDesk:2, Birch Desk
BiblioCraft:BiblioDesk:3, Jungle Desk
BiblioCraft:BiblioDesk:4, Acacia Desk
BiblioCraft:BiblioDesk:5, Dark Oak Desk
BiblioCraft:BiblioDesk:6, Framed Desk
BiblioCraft:BiblioTable:0, Oak Table
BiblioCraft:BiblioTable:1, Spruce Table
BiblioCraft:BiblioTable:2, Birch Table
BiblioCraft:BiblioTable:3, Jungle Table
BiblioCraft:BiblioTable:4, Acacia Table
BiblioCraft:BiblioTable:5, Dark Oak Table
BiblioCraft:BiblioTable:6, Framed Table
BiblioCraft:Armor Stand, Armor Stand
BiblioCraft:Typesetting Machine, Typesetting Table
BiblioCraft:Printing Press, Printing Press
BiblioCraft:BiblioLantern:0, Fancy Lantern
BiblioCraft:BiblioLantern:1, Fancy Lantern
BiblioCraft:BiblioLantern:2, Fancy Lantern
BiblioCraft:BiblioLantern:3, Fancy Lantern
BiblioCraft:BiblioLantern:4, Fancy Lantern
BiblioCraft:BiblioLantern:5, Fancy Lantern
BiblioCraft:BiblioLantern:6, Fancy Lantern
BiblioCraft:BiblioLantern:7, Fancy Lantern
BiblioCraft:BiblioLantern:8, Fancy Lantern
BiblioCraft:BiblioLantern:9, Fancy Lantern
BiblioCraft:BiblioLantern:10, Fancy Lantern
BiblioCraft:BiblioLantern:11, Fancy Lantern
BiblioCraft:BiblioLantern:12, Fancy Lantern
BiblioCraft:BiblioLantern:13, Fancy Lantern
BiblioCraft:BiblioLantern:14, Fancy Lantern
BiblioCraft:BiblioLantern:15, Fancy Lantern
BiblioCraft:BiblioIronLantern:0, Fancy Lantern
BiblioCraft:BiblioIronLantern:1, Fancy Lantern
BiblioCraft:BiblioIronLantern:2, Fancy Lantern
BiblioCraft:BiblioIronLantern:3, Fancy Lantern
BiblioCraft:BiblioIronLantern:4, Fancy Lantern
BiblioCraft:BiblioIronLantern:5, Fancy Lantern
BiblioCraft:BiblioIronLantern:6, Fancy Lantern
BiblioCraft:BiblioIronLantern:7, Fancy Lantern
BiblioCraft:BiblioIronLantern:8, Fancy Lantern
BiblioCraft:BiblioIronLantern:9, Fancy Lantern
BiblioCraft:BiblioIronLantern:10, Fancy Lantern
BiblioCraft:BiblioIronLantern:11, Fancy Lantern
BiblioCraft:BiblioIronLantern:12, Fancy Lantern
BiblioCraft:BiblioIronLantern:13, Fancy Lantern
BiblioCraft:BiblioIronLantern:14, Fancy Lantern
BiblioCraft:BiblioIronLantern:15, Fancy Lantern
BiblioCraft:BiblioLamp:0, Fancy Lamp
BiblioCraft:BiblioLamp:1, Fancy Lamp
BiblioCraft:BiblioLamp:2, Fancy Lamp
BiblioCraft:BiblioLamp:3, Fancy Lamp
BiblioCraft:BiblioLamp:4, Fancy Lamp
BiblioCraft:BiblioLamp:5, Fancy Lamp
BiblioCraft:BiblioLamp:6, Fancy Lamp
BiblioCraft:BiblioLamp:7, Fancy Lamp
BiblioCraft:BiblioLamp:8, Fancy Lamp
BiblioCraft:BiblioLamp:9, Fancy Lamp
BiblioCraft:BiblioLamp:10, Fancy Lamp
BiblioCraft:BiblioLamp:11, Fancy Lamp
BiblioCraft:BiblioLamp:12, Fancy Lamp
BiblioCraft:BiblioLamp:13, Fancy Lamp
BiblioCraft:BiblioLamp:14, Fancy Lamp
BiblioCraft:BiblioLamp:15, Fancy Lamp
BiblioCraft:BiblioIronLamp:0, Fancy Lamp
BiblioCraft:BiblioIronLamp:1, Fancy Lamp
BiblioCraft:BiblioIronLamp:2, Fancy Lamp
BiblioCraft:BiblioIronLamp:3, Fancy Lamp
BiblioCraft:BiblioIronLamp:4, Fancy Lamp
BiblioCraft:BiblioIronLamp:5, Fancy Lamp
BiblioCraft:BiblioIronLamp:6, Fancy Lamp
BiblioCraft:BiblioIronLamp:7, Fancy Lamp
BiblioCraft:BiblioIronLamp:8, Fancy Lamp
BiblioCraft:BiblioIronLamp:9, Fancy Lamp
BiblioCraft:BiblioIronLamp:10, Fancy Lamp
BiblioCraft:BiblioIronLamp:11, Fancy Lamp
BiblioCraft:BiblioIronLamp:12, Fancy Lamp
BiblioCraft:BiblioIronLamp:13, Fancy Lamp
BiblioCraft:BiblioIronLamp:14, Fancy Lamp
BiblioCraft:BiblioIronLamp:15, Fancy Lamp
BiblioCraft:BiblioStuffs:0, Cookie Jar
BiblioCraft:BiblioStuffs:2, Dinner Plate
BiblioCraft:BiblioStuffs:3, Disc Rack
BiblioCraft:BiblioMapFrames:0, Oak Map Frame
BiblioCraft:BiblioMapFrames:1, Spruce Map Frame
BiblioCraft:BiblioMapFrames:2, Birch Map Frame
BiblioCraft:BiblioMapFrames:3, Jungle Map Frame
BiblioCraft:BiblioMapFrames:4, Acacia Map Frame
BiblioCraft:BiblioMapFrames:5, Dark Oak Map Frame
BiblioCraft:BiblioMapFrames:6, Framed Map Frame
BiblioCraft:BiblioSeats:0, Oak Seat
BiblioCraft:BiblioSeats:1, Spruce Seat
BiblioCraft:BiblioSeats:2, Birch Seat
BiblioCraft:BiblioSeats:3, Jungle Seat
BiblioCraft:BiblioSeats:4, Acacia Seat
BiblioCraft:BiblioSeats:5, Dark Oak Seat
BiblioCraft:BiblioSeats:6, Framed Seat
BiomesOPlenty:mud:0, Mud
BiomesOPlenty:mud:1, Quicksand
BiomesOPlenty:driedDirt, Dried Dirt
BiomesOPlenty:rocks:0, Limestone
BiomesOPlenty:rocks:1, Polished Limestone
BiomesOPlenty:rocks:2, Siltstone
BiomesOPlenty:rocks:3, Polished Siltstone
BiomesOPlenty:rocks:4, Shale
BiomesOPlenty:rocks:5, Polished Shale
BiomesOPlenty:ash, Ash Block
BiomesOPlenty:flesh, Flesh
BiomesOPlenty:plants:0, Dead Grass
BiomesOPlenty:plants:1, Desert Grass
BiomesOPlenty:plants:2, Desert Sprouts
BiomesOPlenty:plants:3, Dune Grass
BiomesOPlenty:plants:4, Spectral Fern
BiomesOPlenty:plants:5, Thorns
BiomesOPlenty:plants:6, Wild Rice
BiomesOPlenty:plants:7, Cattail
BiomesOPlenty:plants:8, River Cane
BiomesOPlenty:plants:12, Tiny Cactus
BiomesOPlenty:plants:13, Wither Wart
BiomesOPlenty:plants:14, Reed
BiomesOPlenty:plants:15, Root
BiomesOPlenty:flowers:0, Clover
BiomesOPlenty:flowers:1, Swampflower
BiomesOPlenty:flowers:2, Deathbloom
BiomesOPlenty:flowers:3, Glowflower
BiomesOPlenty:flowers:4, Blue Hydrangea
BiomesOPlenty:flowers:5, Orange Cosmos
BiomesOPlenty:flowers:6, Pink Daffodil
BiomesOPlenty:flowers:7, Wildflower
BiomesOPlenty:flowers:8, Violet
BiomesOPlenty:flowers:9, White Anemone
BiomesOPlenty:flowers:10, Waterlily
BiomesOPlenty:flowers:11, Enderlotus
BiomesOPlenty:flowers:12, Bromeliad
BiomesOPlenty:flowers:13, Eyebulb
BiomesOPlenty:flowers:15, Dandelion Puff
BiomesOPlenty:flowers2:0, Pink Hibiscus
BiomesOPlenty:flowers2:1, Lily of the Valley
BiomesOPlenty:flowers2:2, Burning Blossom
BiomesOPlenty:flowers2:3, Lavender
BiomesOPlenty:flowers2:4, Goldenrod
BiomesOPlenty:flowers2:5, Bluebells
BiomesOPlenty:flowers2:6, Miner's Delight
BiomesOPlenty:flowers2:7, Icy Iris
BiomesOPlenty:flowers2:8, Rose
BiomesOPlenty:stoneFormations:0, Stalagmite
BiomesOPlenty:stoneFormations:1, Stalactite
BiomesOPlenty:mushrooms:0, Toadstool
BiomesOPlenty:mushrooms:1, Portobello
BiomesOPlenty:mushrooms:2, Blue Milk Cap
BiomesOPlenty:mushrooms:3, Glowshroom
BiomesOPlenty:mushrooms:4, Flat Mushroom
BiomesOPlenty:mushrooms:5, Shadow Shroom
BiomesOPlenty:willow, Willow
BiomesOPlenty:ivy, Ivy
BiomesOPlenty:treeMoss, Tree Moss
BiomesOPlenty:flowerVine, Flowering Vines
BiomesOPlenty:wisteria, Wisteria
BiomesOPlenty:lilyBop:0, Medium Lily Pad
BiomesOPlenty:lilyBop:1, Small Lily Pad
BiomesOPlenty:lilyBop:2, Tiny Lily Pad
BiomesOPlenty:foliage:0, Duckweed
BiomesOPlenty:foliage:1, Short Grass
BiomesOPlenty:foliage:2, Medium Grass
BiomesOPlenty:foliage:3, Flax
BiomesOPlenty:foliage:4, Bush
BiomesOPlenty:foliage:5, Sprout
BiomesOPlenty:foliage:7, Poison Ivy
BiomesOPlenty:foliage:8, Berry Bush
BiomesOPlenty:foliage:9, Shrub
BiomesOPlenty:foliage:10, Wheat Grass
BiomesOPlenty:foliage:11, Damp Grass
BiomesOPlenty:foliage:12, Koru
BiomesOPlenty:foliage:13, Clover Patch
BiomesOPlenty:foliage:14, Leaf Pile
BiomesOPlenty:foliage:15, Dead Leaf Pile
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
BiomesOPlenty:ashStone, Ash Stone
BiomesOPlenty:hardIce, Hardened Ice
BiomesOPlenty:appleLeaves:0, Apple Leaves
BiomesOPlenty:persimmonLeaves:0, Persimmon Leaves
BiomesOPlenty:moss, Moss
BiomesOPlenty:bamboo, Bamboo
BiomesOPlenty:mudBricks, Mud Bricks
BiomesOPlenty:originGrass, Origin Grass Block
BiomesOPlenty:longGrass, Long Grass Block
BiomesOPlenty:overgrownNetherrack, Overgrown Netherrack
BiomesOPlenty:bopGrass:0, Spectral Moss
BiomesOPlenty:bopGrass:1, Smoldering Grass Block
BiomesOPlenty:newBopGrass:0, Loamy Grass Block
BiomesOPlenty:newBopGrass:1, Sandy Grass Block
BiomesOPlenty:newBopGrass:2, Silty Grass Block
BiomesOPlenty:newBopDirt:0, Loamy Dirt
BiomesOPlenty:newBopDirt:1, Coarse Loamy Dirt
BiomesOPlenty:newBopDirt:2, Sandy Dirt
BiomesOPlenty:newBopDirt:3, Coarse Sandy Dirt
BiomesOPlenty:newBopDirt:4, Silty Dirt
BiomesOPlenty:newBopDirt:5, Coarse Silty Dirt
BiomesOPlenty:logs1:0, Sacred Oak Wood
BiomesOPlenty:logs1:1, Cherry Wood
BiomesOPlenty:logs1:2, Dark Wood
BiomesOPlenty:logs1:3, Fir Wood
BiomesOPlenty:logs2:0, Ethereal Wood
BiomesOPlenty:logs2:1, Magic Wood
BiomesOPlenty:logs2:2, Mangrove Wood
BiomesOPlenty:logs2:3, Palm Wood
BiomesOPlenty:logs3:0, Redwood Wood
BiomesOPlenty:logs3:1, Willow Wood
BiomesOPlenty:logs3:2, Dead Wood
BiomesOPlenty:logs3:3, Giant Flower Stem
BiomesOPlenty:logs4:0, Pine Wood
BiomesOPlenty:logs4:1, Hellbark Wood
BiomesOPlenty:logs4:2, Jacaranda Wood
BiomesOPlenty:logs4:3, Mahogany Wood
BiomesOPlenty:leaves1:0, Yellow Autumn Leaves
BiomesOPlenty:leaves1:1, Bamboo Leaves
BiomesOPlenty:leaves1:2, Magic Leaves
BiomesOPlenty:leaves1:3, Dark Leaves
BiomesOPlenty:leaves2:0, Dying Leaves
BiomesOPlenty:leaves2:1, Fir Leaves
BiomesOPlenty:leaves2:2, Ethereal Leaves
BiomesOPlenty:leaves2:3, Orange Autumn Leaves
BiomesOPlenty:leaves3:0, Origin Leaves
BiomesOPlenty:leaves3:1, Pink Cherry Leaves
BiomesOPlenty:leaves3:2, Maple Leaves
BiomesOPlenty:leaves3:3, White Cherry Leaves
BiomesOPlenty:leaves4:0, Hellbark Leaves
BiomesOPlenty:leaves4:1, Jacaranda Leaves
BiomesOPlenty:petals:0, Giant Red Flower
BiomesOPlenty:petals:1, Giant Yellow Flower
BiomesOPlenty:saplings:0, Apple Sapling
BiomesOPlenty:saplings:1, Yellow Autumn Sapling
BiomesOPlenty:saplings:2, Bamboo Sapling
BiomesOPlenty:saplings:3, Magic Sapling
BiomesOPlenty:saplings:4, Dark Sapling
BiomesOPlenty:saplings:5, Dying Sapling
BiomesOPlenty:saplings:6, Fir Sapling
BiomesOPlenty:saplings:7, Ethereal Sapling
BiomesOPlenty:saplings:8, Orange Autumn Sapling
BiomesOPlenty:saplings:9, Origin Sapling
BiomesOPlenty:saplings:10, Pink Cherry Sapling
BiomesOPlenty:saplings:11, Maple Sapling
BiomesOPlenty:saplings:12, White Cherry Sapling
BiomesOPlenty:saplings:13, Hellbark Sapling
BiomesOPlenty:saplings:14, Jacaranda Sapling
BiomesOPlenty:saplings:15, Persimmon Sapling
BiomesOPlenty:colorizedSaplings:0, Sacred Oak Sapling
BiomesOPlenty:colorizedSaplings:1, Mangrove Sapling
BiomesOPlenty:colorizedSaplings:2, Palm Sapling
BiomesOPlenty:colorizedSaplings:3, Redwood Sapling
BiomesOPlenty:colorizedSaplings:4, Willow Sapling
BiomesOPlenty:colorizedSaplings:5, Pine Sapling
BiomesOPlenty:colorizedSaplings:6, Mahogany Sapling
BiomesOPlenty:colorizedSaplings:7, Flowering Oak Sapling
BiomesOPlenty:hardSand, Hardened Sand
BiomesOPlenty:hardDirt, Hardened Dirt
BiomesOPlenty:biomeBlock, Biome Essence Ore
BiomesOPlenty:crystal, Celestial Crystal
BiomesOPlenty:gemOre:0, Ender Amethyst Ore
BiomesOPlenty:gemOre:1, Block of Amethyst
BiomesOPlenty:gemOre:2, Ruby Ore
BiomesOPlenty:gemOre:3, Block of Ruby
BiomesOPlenty:gemOre:4, Peridot Ore
BiomesOPlenty:gemOre:5, Block of Peridot
BiomesOPlenty:gemOre:6, Topaz Ore
BiomesOPlenty:gemOre:7, Block of Topaz
BiomesOPlenty:gemOre:8, Tanzanite Ore
BiomesOPlenty:gemOre:9, Block of Tanzanite
BiomesOPlenty:gemOre:10, Malachite Ore
BiomesOPlenty:gemOre:11, Block of Malachite
BiomesOPlenty:gemOre:12, Sapphire Ore
BiomesOPlenty:gemOre:13, Block of Sapphire
BiomesOPlenty:gemOre:14, Amber Ore
BiomesOPlenty:gemOre:15, Block of Amber
BiomesOPlenty:cragRock, Crag Rock
BiomesOPlenty:hive:0, Honeycomb Block
BiomesOPlenty:hive:1, Hive Block
BiomesOPlenty:hive:2, Empty Honeycomb Block
BiomesOPlenty:hive:3, Filled Honeycomb Block
BiomesOPlenty:honeyBlock, Honey Block
BiomesOPlenty:bones:0, Small Bone Segment
BiomesOPlenty:bones:1, Medium Bone Segment
BiomesOPlenty:bones:2, Large Bone Segment
BiomesOPlenty:grave:0, Gravestone
BiomesOPlenty:planks:0, Sacred Oak Wood Planks
BiomesOPlenty:planks:1, Cherry Wood Planks
BiomesOPlenty:planks:2, Dark Wood Planks
BiomesOPlenty:planks:3, Fir Wood Planks
BiomesOPlenty:planks:4, Ethereal Wood Planks
BiomesOPlenty:planks:5, Magic Wood Planks
BiomesOPlenty:planks:6, Mangrove Wood Planks
